events/idEvent,events/idSoccerXML,events/idAPIfootball,events/strEvent,events/strEventAlternate,events/strFilename,events/strSport,events/idLeague,events/strLeague,events/strSeason,events/strDescriptionEN,events/strHomeTeam,events/strAwayTeam,events/intHomeScore,events/intRound,events/intAwayScore,events/intSpectators,events/strOfficial,events/strTimestamp,events/dateEvent,events/dateEventLocal,events/strTime,events/strTimeLocal,events/strTVStation,events/idHomeTeam,events/idAwayTeam,events/intScore,events/intScoreVotes,events/strResult,events/strVenue,events/strCountry,events/strCity,events/strPoster,events/strSquare,events/strFanart,events/strThumb,events/strBanner,events/strMap,events/strTweet1,events/strTweet2,events/strTweet3,events/strVideo,events/strStatus,events/strPostponed,events/strLocked
508741,364263,,Man United vs Southampton,Southampton @ Man United,English Premier League 2016-08-19 Manchester United vs Southampton,Soccer,4328,English Premier League,2016-2017,,Manchester United,Southampton,2,2,0,0,,,2016-08-19,,19:00:00+00:00,,,133612,134778,,,,,,,,,,,,,,,,,,no,unlocked
508742,364264,,Stoke vs Man City,Man City @ Stoke,English Premier League 2016-08-20 Stoke vs Manchester City,Soccer,4328,English Premier League,2016-2017,,Stoke,Manchester City,1,2,4,0,,,2016-08-20,,11:30:00+00:00,,,133609,133613,,,,,,,,,,,,,,,,,,no,unlocked
508743,364265,,Swansea vs Hull,Hull @ Swansea,English Premier League 2016-08-20 Swansea vs Hull,Soccer,4328,English Premier League,2016-2017,,Swansea,Hull,0,2,2,0,,,2016-08-20,,14:00:00+00:00,,,133614,133617,,,,,,,,,,,,,,,,,,no,unlocked
508744,364266,,Burnley vs Liverpool,Liverpool @ Burnley,English Premier League 2016-08-20 Burnley vs Liverpool,Soccer,4328,English Premier League,2016-2017,,Burnley,Liverpool,2,2,0,0,,,2016-08-20,,14:00:00+00:00,,,133623,133602,,,,,,,,,,,,,,,,,,no,unlocked
508745,364267,,Tottenham vs Crystal Palace,Crystal Palace @ Tottenham,English Premier League 2016-08-20 Tottenham vs Crystal Palace,Soccer,4328,English Premier League,2016-2017,,Tottenham,Crystal Palace,1,2,0,0,,,2016-08-20,,14:00:00+00:00,,,133616,133632,,,,,,,,,,,,,,,,,,no,unlocked
508746,364268,,Watford vs Chelsea,Chelsea @ Watford,English Premier League 2016-08-20 Watford vs Chelsea,Soccer,4328,English Premier League,2016-2017,,Watford,Chelsea,1,2,2,0,,,2016-08-20,,14:00:00+00:00,,,133624,133610,,,,,,,,,,,,,,,,,,no,unlocked
508747,364269,,West Brom vs Everton,Everton @ West Brom,English Premier League 2016-08-20 West Brom vs Everton,Soccer,4328,English Premier League,2016-2017,,West Brom,Everton,1,2,2,0,,,2016-08-20,,14:00:00+00:00,,,133611,133615,,,,,,,,,,,,,,,,,,no,unlocked
508748,364270,,Leicester vs Arsenal,Arsenal @ Leicester,English Premier League 2016-08-20 Leicester vs Arsenal,Soccer,4328,English Premier League,2016-2017,,Leicester,Arsenal,0,2,0,0,,,2016-08-20,,16:30:00+00:00,,,133626,133604,,,,,,,,,,,,,,,,,,no,unlocked
508749,364271,,Sunderland vs Middlesbrough,Middlesbrough @ Sunderland,English Premier League 2016-08-21 Sunderland vs Middlesbrough,Soccer,4328,English Premier League,2016-2017,,Sunderland,Middlesbrough,1,2,2,0,,,2016-08-21,,12:30:00+00:00,,,133603,133628,,,,,,,,,,,,,,,,,,no,unlocked
508750,364272,,West Ham vs Bournemouth,Bournemouth @ West Ham,English Premier League 2016-08-21 West Ham vs Bournemouth,Soccer,4328,English Premier League,2016-2017,,West Ham,Bournemouth,1,2,0,0,,,2016-08-21,,15:00:00+00:00,,,133636,134301,,,,,,,,,,,,,,,,,,no,unlocked
508751,364273,,Tottenham vs Liverpool,Liverpool @ Tottenham,English Premier League 2016-08-27 Tottenham vs Liverpool,Soccer,4328,English Premier League,2016-2017,,Tottenham,Liverpool,1,3,1,0,,,2016-08-27,,11:30:00+00:00,,,133616,133602,,,,,,,,,,,,,,,,,,no,unlocked
508752,364274,,Southampton vs Sunderland,Sunderland @ Southampton,English Premier League 2016-08-27 Southampton vs Sunderland,Soccer,4328,English Premier League,2016-2017,,Southampton,Sunderland,1,3,1,0,,,2016-08-27,,14:00:00+00:00,,,134778,133603,,,,,,,,,,,,,,,,,,no,unlocked
508753,364275,,Chelsea vs Burnley,Burnley @ Chelsea,English Premier League 2016-08-27 Chelsea vs Burnley,Soccer,4328,English Premier League,2016-2017,,Chelsea,Burnley,3,3,0,0,,,2016-08-27,,14:00:00+00:00,,,133610,133623,,,,,,,,,,,,,,,,,,no,unlocked
508754,364276,,Crystal Palace vs Bournemouth,Bournemouth @ Crystal Palace,English Premier League 2016-08-27 Crystal Palace vs Bournemouth,Soccer,4328,English Premier League,2016-2017,,Crystal Palace,Bournemouth,1,3,1,0,,,2016-08-27,,14:00:00+00:00,,,133632,134301,,,,,,,,,,,,,,,,,,no,unlocked
508755,364277,,Watford vs Arsenal,Arsenal @ Watford,English Premier League 2016-08-27 Watford vs Arsenal,Soccer,4328,English Premier League,2016-2017,,Watford,Arsenal,1,3,3,0,,,2016-08-27,,14:00:00+00:00,,,133624,133604,,,,,,,,,,,,,,,,,,no,unlocked
508756,364278,,Everton vs Stoke,Stoke @ Everton,English Premier League 2016-08-27 Everton vs Stoke,Soccer,4328,English Premier League,2016-2017,,Everton,Stoke,1,3,0,0,,,2016-08-27,,14:00:00+00:00,,,133615,133609,,,,,,,,,,,,,,,,,,no,unlocked
508757,364279,,Leicester vs Swansea,Swansea @ Leicester,English Premier League 2016-08-27 Leicester vs Swansea,Soccer,4328,English Premier League,2016-2017,,Leicester,Swansea,2,3,1,0,,,2016-08-27,,14:00:00+00:00,,,133626,133614,,,,,,,,,,,,,,,,,,no,unlocked
508758,364280,,Hull vs Man United,Man United @ Hull,English Premier League 2016-08-27 Hull vs Manchester United,Soccer,4328,English Premier League,2016-2017,,Hull,Manchester United,0,3,1,0,,,2016-08-27,,16:30:00+00:00,,,133617,133612,,,,,,,,,,,,,,,,,,no,unlocked
508759,364281,,West Brom vs Middlesbrough,Middlesbrough @ West Brom,English Premier League 2016-08-28 West Brom vs Middlesbrough,Soccer,4328,English Premier League,2016-2017,,West Brom,Middlesbrough,0,3,0,0,,,2016-08-28,,12:30:00+00:00,,,133611,133628,,,,,,,,,,,,,,,,,,no,unlocked
508760,364282,,Man City vs West Ham,West Ham @ Man City,English Premier League 2016-08-28 Manchester City vs West Ham,Soccer,4328,English Premier League,2016-2017,,Manchester City,West Ham,3,3,1,0,,,2016-08-28,,15:00:00+00:00,,,133613,133636,,,,,,,,,,,,,,,,,,no,unlocked
508761,364283,,Man United vs Man City,Man City @ Man United,English Premier League 2016-09-10 Manchester United vs Manchester City,Soccer,4328,English Premier League,2016-2017,,Manchester United,Manchester City,1,4,2,0,,,2016-09-10,,11:30:00+00:00,,,133612,133613,,,,,,,https://www.thesportsdb.com/images/media/event/poster/3i3qdg1512743806.jpg,,,,,,,,,,,no,unlocked
508762,364284,,Middlesbrough vs Crystal Palace,Crystal Palace @ Middlesbrough,English Premier League 2016-09-10 Middlesbrough vs Crystal Palace,Soccer,4328,English Premier League,2016-2017,,Middlesbrough,Crystal Palace,1,4,2,0,,,2016-09-10,,14:00:00+00:00,,,133628,133632,,,,,,,,,,,,,,,,,,no,unlocked
508763,364285,,Stoke vs Tottenham,Tottenham @ Stoke,English Premier League 2016-09-10 Stoke vs Tottenham,Soccer,4328,English Premier League,2016-2017,,Stoke,Tottenham,0,4,4,0,,,2016-09-10,,14:00:00+00:00,,,133609,133616,,,,,,,,,,,,,,,,,,no,unlocked
508764,364286,,Bournemouth vs West Brom,West Brom @ Bournemouth,English Premier League 2016-09-10 Bournemouth vs West Brom,Soccer,4328,English Premier League,2016-2017,,Bournemouth,West Brom,1,4,0,0,,,2016-09-10,,14:00:00+00:00,,,134301,133611,,,,,,,,,,,,,,,,,,no,unlocked
508765,364287,,Burnley vs Hull,Hull @ Burnley,English Premier League 2016-09-10 Burnley vs Hull,Soccer,4328,English Premier League,2016-2017,,Burnley,Hull,1,4,1,0,,,2016-09-10,,14:00:00+00:00,,,133623,133617,,,,,,,,,,,,,,,,,,no,unlocked
508766,364288,,Arsenal vs Southampton,Southampton @ Arsenal,English Premier League 2016-09-10 Arsenal vs Southampton,Soccer,4328,English Premier League,2016-2017,,Arsenal,Southampton,2,4,1,0,,,2016-09-10,,14:00:00+00:00,,,133604,134778,,,,,,,,,,,,,,,,,,no,unlocked
508767,364289,,West Ham vs Watford,Watford @ West Ham,English Premier League 2016-09-10 West Ham vs Watford,Soccer,4328,English Premier League,2016-2017,,West Ham,Watford,2,4,4,0,,,2016-09-10,,14:00:00+00:00,,,133636,133624,,,,,,,,,,,,,,,,,,no,unlocked
508768,364290,,Liverpool vs Leicester,Leicester @ Liverpool,English Premier League 2016-09-10 Liverpool vs Leicester,Soccer,4328,English Premier League,2016-2017,,Liverpool,Leicester,4,4,1,0,,,2016-09-10,,16:30:00+00:00,,,133602,133626,,,,,,,,,,,,,,,,,,no,unlocked
508769,364291,,Swansea vs Chelsea,Chelsea @ Swansea,English Premier League 2016-09-11 Swansea vs Chelsea,Soccer,4328,English Premier League,2016-2017,,Swansea,Chelsea,2,4,2,0,,,2016-09-11,,15:00:00+00:00,,,133614,133610,,,,,,,,,,,,,,,,,,no,unlocked
508770,364292,,Sunderland vs Everton,Everton @ Sunderland,English Premier League 2016-09-12 Sunderland vs Everton,Soccer,4328,English Premier League,2016-2017,,Sunderland,Everton,0,4,3,0,,,2016-09-12,,19:00:00+00:00,,,133603,133615,,,,,,,,,,,,,,,,,,no,unlocked
508771,364293,,Chelsea vs Liverpool,Liverpool @ Chelsea,English Premier League 2016-09-16 Chelsea vs Liverpool,Soccer,4328,English Premier League,2016-2017,,Chelsea,Liverpool,1,5,2,0,,,2016-09-16,,19:00:00+00:00,,,133610,133602,,,,,,,,,,,,,,,,,,no,unlocked
508772,364294,,West Brom vs West Ham,West Ham @ West Brom,English Premier League 2016-09-17 West Brom vs West Ham,Soccer,4328,English Premier League,2016-2017,,West Brom,West Ham,4,5,2,0,,,2016-09-17,,14:00:00+00:00,,,133611,133636,,,,,,,,,,,,,,,,,,no,unlocked
508773,364295,,Hull vs Arsenal,Arsenal @ Hull,English Premier League 2016-09-17 Hull vs Arsenal,Soccer,4328,English Premier League,2016-2017,,Hull,Arsenal,1,5,4,0,,,2016-09-17,,14:00:00+00:00,,,133617,133604,,,,,,,,,,,,,,,,,,no,unlocked
508774,364296,,Leicester vs Burnley,Burnley @ Leicester,English Premier League 2016-09-17 Leicester vs Burnley,Soccer,4328,English Premier League,2016-2017,,Leicester,Burnley,3,5,0,0,,,2016-09-17,,14:00:00+00:00,,,133626,133623,,,,,,,,,,,,,,,,,,no,unlocked
508775,364297,,Man City vs Bournemouth,Bournemouth @ Man City,English Premier League 2016-09-17 Manchester City vs Bournemouth,Soccer,4328,English Premier League,2016-2017,,Manchester City,Bournemouth,4,5,0,0,,,2016-09-17,,14:00:00+00:00,,,133613,134301,,,,,,,,,,,,,,,,,,no,unlocked
508776,364298,,Everton vs Middlesbrough,Middlesbrough @ Everton,English Premier League 2016-09-17 Everton vs Middlesbrough,Soccer,4328,English Premier League,2016-2017,,Everton,Middlesbrough,3,5,1,0,,,2016-09-17,,16:30:00+00:00,,,133615,133628,,,,,,,,,,,,,,,,,,no,unlocked
508777,364299,,Watford vs Man United,Man United @ Watford,English Premier League 2016-09-18 Watford vs Manchester United,Soccer,4328,English Premier League,2016-2017,,Watford,Manchester United,3,5,1,0,,,2016-09-18,,11:00:00+00:00,,,133624,133612,,,,,,,,,,,,,,,,,,no,unlocked
508778,364300,,Crystal Palace vs Stoke,Stoke @ Crystal Palace,English Premier League 2016-09-18 Crystal Palace vs Stoke,Soccer,4328,English Premier League,2016-2017,,Crystal Palace,Stoke,4,5,1,0,,,2016-09-18,,13:15:00+00:00,,,133632,133609,,,,,,,,,,,,,,,,,,no,unlocked
508779,364301,,Southampton vs Swansea,Swansea @ Southampton,English Premier League 2016-09-18 Southampton vs Swansea,Soccer,4328,English Premier League,2016-2017,,Southampton,Swansea,1,5,0,0,,,2016-09-18,,13:15:00+00:00,,,134778,133614,,,,,,,,,,,,,,,,,,no,unlocked
508780,364302,,Tottenham vs Sunderland,Sunderland @ Tottenham,English Premier League 2016-09-18 Tottenham vs Sunderland,Soccer,4328,English Premier League,2016-2017,,Tottenham,Sunderland,1,5,0,0,,,2016-09-18,,15:30:00+00:00,,,133616,133603,,,,,,,,,,,,,,,,,,no,unlocked
508781,364303,,Man United vs Leicester,Leicester @ Man United,English Premier League 2016-09-24 Manchester United vs Leicester,Soccer,4328,English Premier League,2016-2017,,Manchester United,Leicester,4,6,1,0,,,2016-09-24,,11:30:00+00:00,,,133612,133626,,,,,,,,,,,,,,,,,,no,unlocked
508782,364304,,Middlesbrough vs Tottenham,Tottenham @ Middlesbrough,English Premier League 2016-09-24 Middlesbrough vs Tottenham,Soccer,4328,English Premier League,2016-2017,,Middlesbrough,Tottenham,1,6,2,0,,,2016-09-24,,14:00:00+00:00,,,133628,133616,,,,,,,,,,,,,,,,,,no,unlocked
508783,364305,,Stoke vs West Brom,West Brom @ Stoke,English Premier League 2016-09-24 Stoke vs West Brom,Soccer,4328,English Premier League,2016-2017,,Stoke,West Brom,1,6,1,0,,,2016-09-24,,14:00:00+00:00,,,133609,133611,,,,,,,,,,,,,,,,,,no,unlocked
508784,364306,,Sunderland vs Crystal Palace,Crystal Palace @ Sunderland,English Premier League 2016-09-24 Sunderland vs Crystal Palace,Soccer,4328,English Premier League,2016-2017,,Sunderland,Crystal Palace,2,6,3,0,,,2016-09-24,,14:00:00+00:00,,,133603,133632,,,,,,,,,,,,,,,,,,no,unlocked
508785,364307,,Bournemouth vs Everton,Everton @ Bournemouth,English Premier League 2016-09-24 Bournemouth vs Everton,Soccer,4328,English Premier League,2016-2017,,Bournemouth,Everton,1,6,0,0,,,2016-09-24,,14:00:00+00:00,,,134301,133615,,,,,,,,,,,,,,,,,,no,unlocked
508786,364308,,Swansea vs Man City,Man City @ Swansea,English Premier League 2016-09-24 Swansea vs Manchester City,Soccer,4328,English Premier League,2016-2017,,Swansea,Manchester City,1,6,3,0,,,2016-09-24,,14:00:00+00:00,,,133614,133613,,,,,,,,,,,,,,,,,,no,unlocked
508787,364309,,Liverpool vs Hull,Hull @ Liverpool,English Premier League 2016-09-24 Liverpool vs Hull,Soccer,4328,English Premier League,2016-2017,,Liverpool,Hull,5,6,1,0,,,2016-09-24,,14:00:00+00:00,,,133602,133617,,,,,,,,,,,,,,,,,,no,unlocked
508788,364310,,Arsenal vs Chelsea,Chelsea @ Arsenal,English Premier League 2016-09-24 Arsenal vs Chelsea,Soccer,4328,English Premier League,2016-2017,,Arsenal,Chelsea,3,6,0,0,,,2016-09-24,,16:30:00+00:00,,,133604,133610,,,,,,,,,,,,,,,,,,no,unlocked
508789,364311,,West Ham vs Southampton,Southampton @ West Ham,English Premier League 2016-09-25 West Ham vs Southampton,Soccer,4328,English Premier League,2016-2017,,West Ham,Southampton,0,6,3,0,,,2016-09-25,,15:00:00+00:00,,,133636,134778,,,,,,,,,,,,,,,,,,no,unlocked
508790,364312,,Burnley vs Watford,Watford @ Burnley,English Premier League 2016-09-26 Burnley vs Watford,Soccer,4328,English Premier League,2016-2017,,Burnley,Watford,2,6,0,0,,,2016-09-26,,19:00:00+00:00,,,133623,133624,,,,,,,,,,,,,,,,,,no,unlocked
508792,364314,,Everton vs Crystal Palace,Crystal Palace @ Everton,English Premier League 2016-10-01 Everton vs Crystal Palace,Soccer,4328,English Premier League,2016-2017,,Everton,Crystal Palace,1,7,1,0,,,2016-09-30,,19:00:00+00:00,,,133615,133632,,,,,,,,,,,,,,,,,,no,unlocked
508793,364315,,Watford vs Bournemouth,Bournemouth @ Watford,English Premier League 2016-10-01 Watford vs Bournemouth,Soccer,4328,English Premier League,2016-2017,,Watford,Bournemouth,2,7,2,0,,,2016-10-01,,14:00:00+00:00,,,133624,134301,,,,,,,,,,,,,,,,,,no,unlocked
508794,364316,,Hull vs Chelsea,Chelsea @ Hull,English Premier League 2016-10-01 Hull vs Chelsea,Soccer,4328,English Premier League,2016-2017,,Hull,Chelsea,0,7,2,0,,,2016-10-01,,14:00:00+00:00,,,133617,133610,,,,,,,,,,,,,,,,,,no,unlocked
508795,364317,,West Ham vs Middlesbrough,Middlesbrough @ West Ham,English Premier League 2016-10-01 West Ham vs Middlesbrough,Soccer,4328,English Premier League,2016-2017,,West Ham,Middlesbrough,1,7,1,0,,,2016-10-01,,14:00:00+00:00,,,133636,133628,,,,,,,,,,,,,,,,,,no,unlocked
508798,364320,,Sunderland vs West Brom,West Brom @ Sunderland,English Premier League 2016-10-01 Sunderland vs West Brom,Soccer,4328,English Premier League,2016-2017,,Sunderland,West Brom,1,7,1,0,,,2016-10-01,,14:00:00+00:00,,,133603,133611,,,,,,,,,,,,,,,,,,no,unlocked
508799,364321,,Swansea vs Liverpool,Liverpool @ Swansea,English Premier League 2016-10-01 Swansea vs Liverpool,Soccer,4328,English Premier League,2016-2017,,Swansea,Liverpool,1,7,2,0,,,2016-10-01,,11:30:00+00:00,,,133614,133602,,,,,,,,,,,,,,,,,,no,unlocked
508791,364313,,Tottenham vs Man City,Man City @ Tottenham,English Premier League 2016-10-01 Tottenham vs Manchester City,Soccer,4328,English Premier League,2016-2017,,Tottenham,Manchester City,2,7,0,0,,,2016-10-02,,13:15:00+00:00,,,133616,133613,,,,,,,,,,,,,,,,,,no,unlocked
508796,364318,,Leicester vs Southampton,Southampton @ Leicester,English Premier League 2016-10-01 Leicester vs Southampton,Soccer,4328,English Premier League,2016-2017,,Leicester,Southampton,0,7,0,0,,,2016-10-02,,13:15:00+00:00,,,133626,134778,,,,,,,,,,,,,,,,,,no,unlocked
508797,364319,,Man United vs Stoke,Stoke @ Man United,English Premier League 2016-10-01 Manchester United vs Stoke,Soccer,4328,English Premier League,2016-2017,,Manchester United,Stoke,1,7,1,0,,,2016-10-02,,11:00:00+00:00,,,133612,133609,,,,,,,,,,,,,,,,,,no,unlocked
508800,364322,,Burnley vs Arsenal,Arsenal @ Burnley,English Premier League 2016-10-01 Burnley vs Arsenal,Soccer,4328,English Premier League,2016-2017,,Burnley,Arsenal,0,7,1,0,,,2016-10-02,,15:30:00+00:00,,,133623,133604,,,,,,,,,,,,,,,,,,no,unlocked
508801,364323,,Crystal Palace vs West Ham,West Ham @ Crystal Palace,English Premier League 2016-10-15 Crystal Palace vs West Ham,Soccer,4328,English Premier League,2016-2017,,Crystal Palace,West Ham,0,8,1,0,,,2016-10-15,,16:30:00+00:00,,,133632,133636,,,,,,,,,,,,,,,,,,no,unlocked
508803,364325,,Man City vs Everton,Everton @ Man City,English Premier League 2016-10-15 Manchester City vs Everton,Soccer,4328,English Premier League,2016-2017,,Manchester City,Everton,1,8,1,0,,,2016-10-15,,14:00:00+00:00,,,133613,133615,,,,,,,,,,,,,,,,,,no,unlocked
508805,364327,,Arsenal vs Swansea,Swansea @ Arsenal,English Premier League 2016-10-15 Arsenal vs Swansea,Soccer,4328,English Premier League,2016-2017,,Arsenal,Swansea,3,8,2,0,,,2016-10-15,,14:00:00+00:00,,,133604,133614,,,,,,,,,,,,,,,,,,no,unlocked
508807,364329,,Bournemouth vs Hull,Hull @ Bournemouth,English Premier League 2016-10-15 Bournemouth vs Hull,Soccer,4328,English Premier League,2016-2017,,Bournemouth,Hull,6,8,1,0,,,2016-10-15,,14:00:00+00:00,,,134301,133617,,,,,,,,,,,,,,,,,,no,unlocked
508808,364330,,Stoke vs Sunderland,Sunderland @ Stoke,English Premier League 2016-10-15 Stoke vs Sunderland,Soccer,4328,English Premier League,2016-2017,,Stoke,Sunderland,2,8,0,0,,,2016-10-15,,14:00:00+00:00,,,133609,133603,,,,,,,,,,,,,,,,,,no,unlocked
508809,364331,,Chelsea vs Leicester,Leicester @ Chelsea,English Premier League 2016-10-15 Chelsea vs Leicester,Soccer,4328,English Premier League,2016-2017,,Chelsea,Leicester,3,8,0,0,,,2016-10-15,,11:30:00+00:00,,,133610,133626,,,,,,,,,,,,,,,,,,no,unlocked
508810,364332,,West Brom vs Tottenham,Tottenham @ West Brom,English Premier League 2016-10-15 West Brom vs Tottenham,Soccer,4328,English Premier League,2016-2017,,West Brom,Tottenham,1,8,1,0,,,2016-10-15,,14:00:00+00:00,,,133611,133616,,,,,,,,,,,,,,,,,,no,unlocked
508804,364326,,Middlesbrough vs Watford,Watford @ Middlesbrough,English Premier League 2016-10-15 Middlesbrough vs Watford,Soccer,4328,English Premier League,2016-2017,,Middlesbrough,Watford,0,8,1,0,,,2016-10-16,,12:30:00+00:00,,,133628,133624,,,,,,,,,,,,,,,,,,no,unlocked
508806,364328,,Southampton vs Burnley,Burnley @ Southampton,English Premier League 2016-10-15 Southampton vs Burnley,Soccer,4328,English Premier League,2016-2017,,Southampton,Burnley,3,8,1,0,,,2016-10-16,,15:00:00+00:00,,,134778,133623,,,,,,,,,,,,,,,,,,no,unlocked
508802,364324,,Liverpool vs Man United,Man United @ Liverpool,English Premier League 2016-10-15 Liverpool vs Manchester United,Soccer,4328,English Premier League,2016-2017,,Liverpool,Manchester United,0,8,0,0,,,2016-10-17,,19:00:00+00:00,,,133602,133612,,,,,,,,,,,,,,,,,,no,unlocked
508811,364333,,Liverpool vs West Brom,West Brom @ Liverpool,English Premier League 2016-10-22 Liverpool vs West Brom,Soccer,4328,English Premier League,2016-2017,,Liverpool,West Brom,2,9,1,0,,,2016-10-22,,16:30:00+00:00,,,133602,133611,,,,,,,,,,,,,,,,,,no,unlocked
508812,364334,,Arsenal vs Middlesbrough,Middlesbrough @ Arsenal,English Premier League 2016-10-22 Arsenal vs Middlesbrough,Soccer,4328,English Premier League,2016-2017,,Arsenal,Middlesbrough,0,9,0,0,,,2016-10-22,,14:00:00+00:00,,,133604,133628,,,,,,,,,,,,,,,,,,no,unlocked
508814,364336,,Bournemouth vs Tottenham,Tottenham @ Bournemouth,English Premier League 2016-10-22 Bournemouth vs Tottenham,Soccer,4328,English Premier League,2016-2017,,Bournemouth,Tottenham,0,9,0,0,,,2016-10-22,,11:30:00+00:00,,,134301,133616,,,,,,,,,,,,,,,,,,no,unlocked
508815,364337,,Swansea vs Watford,Watford @ Swansea,English Premier League 2016-10-22 Swansea vs Watford,Soccer,4328,English Premier League,2016-2017,,Swansea,Watford,0,9,0,0,,,2016-10-22,,14:00:00+00:00,,,133614,133624,,,,,,,,,,,,,,,,,,no,unlocked
508816,364338,,Burnley vs Everton,Everton @ Burnley,English Premier League 2016-10-22 Burnley vs Everton,Soccer,4328,English Premier League,2016-2017,,Burnley,Everton,2,9,1,0,,,2016-10-22,,14:00:00+00:00,,,133623,133615,,,,,,,,,,,,,,,,,,no,unlocked
508817,364339,,West Ham vs Sunderland,Sunderland @ West Ham,English Premier League 2016-10-22 West Ham vs Sunderland,Soccer,4328,English Premier League,2016-2017,,West Ham,Sunderland,1,9,0,0,,,2016-10-22,,14:00:00+00:00,,,133636,133603,,,,,,,,,,,,,,,,,,no,unlocked
508819,364341,,Hull vs Stoke,Stoke @ Hull,English Premier League 2016-10-22 Hull vs Stoke,Soccer,4328,English Premier League,2016-2017,,Hull,Stoke,0,9,2,0,,,2016-10-22,,14:00:00+00:00,,,133617,133609,,,,,,,,,,,,,,,,,,no,unlocked
508820,364342,,Leicester vs Crystal Palace,Crystal Palace @ Leicester,English Premier League 2016-10-22 Leicester vs Crystal Palace,Soccer,4328,English Premier League,2016-2017,,Leicester,Crystal Palace,3,9,1,0,,,2016-10-22,,14:00:00+00:00,,,133626,133632,,,,,,,,,,,,,,,,,,no,unlocked
508813,364335,,Man City vs Southampton,Southampton @ Man City,English Premier League 2016-10-22 Manchester City vs Southampton,Soccer,4328,English Premier League,2016-2017,,Manchester City,Southampton,1,9,1,0,,,2016-10-23,,12:30:00+00:00,,,133613,134778,,,,,,,,,,,,,,,,,,no,unlocked
