events/idEvent,events/idSoccerXML,events/idAPIfootball,events/strEvent,events/strEventAlternate,events/strFilename,events/strSport,events/idLeague,events/strLeague,events/strSeason,events/strDescriptionEN,events/strHomeTeam,events/strAwayTeam,events/intHomeScore,events/intRound,events/intAwayScore,events/intSpectators,events/strOfficial,events/strTimestamp,events/dateEvent,events/dateEventLocal,events/strTime,events/strTimeLocal,events/strTVStation,events/idHomeTeam,events/idAwayTeam,events/intScore,events/intScoreVotes,events/strResult,events/strVenue,events/strCountry,events/strCity,events/strPoster,events/strSquare,events/strFanart,events/strThumb,events/strBanner,events/strMap,events/strTweet1,events/strTweet2,events/strTweet3,events/strVideo,events/strStatus,events/strPostponed,events/strLocked
526565,376945,,Chelsea vs Everton,Everton @ Chelsea,English Premier League 2017-08-26 Chelsea vs Everton,Soccer,4328,English Premier League,2017-2018,,Chelsea,Everton,2,3,0,41297,,,2017-08-27,,12:30:00+00:00,,,133610,133615,,,,,,,,,,,,,,,,,,no,unlocked
526567,376938,,West Brom vs Stoke,Stoke @ West Brom,English Premier League 2017-08-27 West Brom vs Stoke,Soccer,4328,English Premier League,2017-2018,,West Brom,Stoke,1,3,1,22611,,,2017-08-27,,12:30:00+00:00,,,133611,133609,,,,,,,,,,,,,,,,,,no,unlocked
526568,376940,,Liverpool vs Arsenal,Arsenal @ Liverpool,English Premier League 2017-08-27 Liverpool vs Arsenal,Soccer,4328,English Premier League,2017-2018,,Liverpool,Arsenal,4,3,0,53162,,,2017-08-27,,15:00:00+00:00,,,133602,133604,,,,,,,,,,,,,,,,,,no,unlocked
526569,376944,,Tottenham vs Burnley,Burnley @ Tottenham,English Premier League 2017-08-27 Tottenham vs Burnley,Soccer,4328,English Premier League,2017-2018,,Tottenham,Burnley,1,3,1,67782,,,2017-08-27,,15:00:00+00:00,,,133616,133623,,,,,,,,,,,,,,,,,,no,unlocked
526570,376946,,Man City vs Liverpool,Liverpool @ Man City,English Premier League 2017-09-09 Manchester City vs Liverpool,Soccer,4328,English Premier League,2017-2018,,Manchester City,Liverpool,5,4,0,54118,,,2017-09-09,,11:30:00+00:00,,,133613,133602,,,,,,,,,,,,,,,,,,no,unlocked
526571,376947,,Southampton vs Watford,Watford @ Southampton,English Premier League 2017-09-09 Southampton vs Watford,Soccer,4328,English Premier League,2017-2018,,Southampton,Watford,0,4,2,31379,,,2017-09-09,,14:00:00+00:00,,,134778,133624,,,,,,,,,,,,,,,,,,no,unlocked
526572,376948,,Arsenal vs Bournemouth,Bournemouth @ Arsenal,English Premier League 2017-09-09 Arsenal vs Bournemouth,Soccer,4328,English Premier League,2017-2018,,Arsenal,Bournemouth,3,4,0,59214,,,2017-09-09,,14:00:00+00:00,,,133604,134301,,,,,,,,,,,,,,,,,,no,unlocked
526573,376950,,Brighton vs West Brom,West Brom @ Brighton,English Premier League 2017-09-09 Brighton vs West Brom,Soccer,4328,English Premier League,2017-2018,,Brighton,West Brom,3,4,1,30352,,,2017-09-09,,14:00:00+00:00,,,133619,133611,,,,,,,,,,,,,,,,,,no,unlocked
526574,376954,,Everton vs Tottenham,Tottenham @ Everton,English Premier League 2017-09-09 Everton vs Tottenham,Soccer,4328,English Premier League,2017-2018,,Everton,Tottenham,0,4,3,38771,,,2017-09-09,,14:00:00+00:00,,,133615,133616,,,,,,,,,,,,,,,,,,no,unlocked
526575,376955,,Leicester vs Chelsea,Chelsea @ Leicester,English Premier League 2017-09-09 Leicester vs Chelsea,Soccer,4328,English Premier League,2017-2018,,Leicester,Chelsea,1,4,2,30918,,,2017-09-09,,14:00:00+00:00,,,133626,133610,,,,,,,,,,,,,,,,,,no,unlocked
526576,376949,,Stoke vs Man United,Man United @ Stoke,English Premier League 2017-09-09 Stoke vs Manchester United,Soccer,4328,English Premier League,2017-2018,,Stoke,Manchester United,2,4,2,,,,2017-09-09,,16:30:00+00:00,,,133609,133612,,,,,,,,,,,,,,,,,,no,unlocked
526577,376952,,Burnley vs Crystal Palace,Crystal Palace @ Burnley,English Premier League 2017-09-10 Burnley vs Crystal Palace,Soccer,4328,English Premier League,2017-2018,,Burnley,Crystal Palace,1,4,0,18838,,,2017-09-10,,12:30:00+00:00,,,133623,133632,,,,,,,,,,,,,,,,,,no,unlocked
526578,376951,,Swansea vs Newcastle,Newcastle @ Swansea,English Premier League 2017-09-10 Swansea vs Newcastle,Soccer,4328,English Premier League,2017-2018,,Swansea,Newcastle,0,4,1,20855,,,2017-09-10,,15:00:00+00:00,,,133614,134777,,,,,,,,,,,,,,,,,,no,unlocked
526579,376953,,West Ham vs Huddersfield Town,Huddersfield Town @ West Ham,English Premier League 2017-09-11 West Ham vs Huddersfield Town,Soccer,4328,English Premier League,2017-2018,,West Ham,Huddersfield Town,2,4,0,56911,,,2017-09-11,,19:00:00+00:00,,,133636,133932,,,,,,,,,,,,,,,,,,no,unlocked
526580,376965,,Bournemouth vs Brighton,Brighton @ Bournemouth,English Premier League 2017-09-15 Bournemouth vs Brighton,Soccer,4328,English Premier League,2017-2018,,Bournemouth,Brighton,2,5,1,,,,2017-09-15,,19:00:00+00:00,,,134301,133619,,,,,,,,,,,,,,,,,,no,unlocked
526581,376959,,Crystal Palace vs Southampton,Southampton @ Crystal Palace,English Premier League 2017-09-16 Crystal Palace vs Southampton,Soccer,4328,English Premier League,2017-2018,,Crystal Palace,Southampton,0,5,1,,,,2017-09-16,,11:30:00+00:00,,,133632,134778,,,,,,,,,,,,,,,,,,no,unlocked
526582,376958,,Watford vs Man City,Man City @ Watford,English Premier League 2017-09-16 Watford vs Manchester City,Soccer,4328,English Premier League,2017-2018,,Watford,Manchester City,0,5,6,20291,,,2017-09-16,,14:00:00+00:00,,,133624,133613,,,,,,,,,,,,,,,,,,no,unlocked
526583,376960,,West Brom vs West Ham,West Ham @ West Brom,English Premier League 2017-09-16 West Brom vs West Ham,Soccer,4328,English Premier League,2017-2018,,West Brom,West Ham,0,5,0,24861,,,2017-09-16,,14:00:00+00:00,,,133611,133636,,,,,,,,,,,,,,,,,,no,unlocked
526584,376961,,Huddersfield Town vs Leicester,Leicester @ Huddersfield Town,English Premier League 2017-09-16 Huddersfield Town vs Leicester,Soccer,4328,English Premier League,2017-2018,,Huddersfield Town,Leicester,1,5,1,24099,,,2017-09-16,,14:00:00+00:00,,,133932,133626,,,,,,,,,,,,,,,,,,no,unlocked
526585,376962,,Liverpool vs Burnley,Burnley @ Liverpool,English Premier League 2017-09-16 Liverpool vs Burnley,Soccer,4328,English Premier League,2017-2018,,Liverpool,Burnley,1,5,1,53165,,,2017-09-16,,14:00:00+00:00,,,133602,133623,,,,,,,,,,,,,,,,,,no,unlocked
526586,376964,,Newcastle vs Stoke,Stoke @ Newcastle,English Premier League 2017-09-16 Newcastle vs Stoke,Soccer,4328,English Premier League,2017-2018,,Newcastle,Stoke,2,5,1,51728,,,2017-09-16,,14:00:00+00:00,,,134777,133609,,,,,,,,,,,,,,,,,,no,unlocked
526587,376956,,Tottenham vs Swansea,Swansea @ Tottenham,English Premier League 2017-09-16 Tottenham vs Swansea,Soccer,4328,English Premier League,2017-2018,,Tottenham,Swansea,0,5,0,,,,2017-09-16,,16:30:00+00:00,,,133616,133614,,,,,,,,,,,,,,,,,,no,unlocked
526588,376957,,Chelsea vs Arsenal,Arsenal @ Chelsea,English Premier League 2017-09-17 Chelsea vs Arsenal,Soccer,4328,English Premier League,2017-2018,,Chelsea,Arsenal,0,5,0,,,,2017-09-17,,12:30:00+00:00,,,133610,133604,,,,,,,https://www.thesportsdb.com/images/media/event/poster/9qz6lb1505658311.jpg,,,,,,,,,,,no,unlocked
526589,376963,,Man United vs Everton,Everton @ Man United,English Premier League 2017-09-17 Manchester United vs Everton,Soccer,4328,English Premier League,2017-2018,,Manchester United,Everton,4,5,0,75039,,,2017-09-17,,15:00:00+00:00,,,133612,133615,,,,,,,https://www.thesportsdb.com/images/media/event/poster/5mqmyx1505657463.jpg,,,,,,,,,,,no,unlocked
526590,376974,,West Ham vs Tottenham,Tottenham @ West Ham,English Premier League 2017-09-23 West Ham vs Tottenham,Soccer,4328,English Premier League,2017-2018,,West Ham,Tottenham,2,6,3,56985,,,2017-09-23,,11:30:00+00:00,,,133636,133616,,,,,,,https://www.thesportsdb.com/images/media/event/poster/twfiss1505847470.jpg,,,,,,,,,,,no,unlocked
526591,376967,,Man City vs Crystal Palace,Crystal Palace @ Man City,English Premier League 2017-09-23 Manchester City vs Crystal Palace,Soccer,4328,English Premier League,2017-2018,,Manchester City,Crystal Palace,5,6,0,53485,,,2017-09-23,,14:00:00+00:00,,,133613,133632,,,,,,,,,,,,,,,,,,no,unlocked
526592,376968,,Southampton vs Man United,Man United @ Southampton,English Premier League 2017-09-23 Southampton vs Manchester United,Soccer,4328,English Premier League,2017-2018,,Southampton,Manchester United,0,6,1,31919,,,2017-09-23,,14:00:00+00:00,,,134778,133612,,,,,,,https://www.thesportsdb.com/images/media/event/poster/n9gc6i1506019474.jpg,,,,,,,,,,,no,unlocked
526593,376970,,Stoke vs Chelsea,Chelsea @ Stoke,English Premier League 2017-09-23 Stoke vs Chelsea,Soccer,4328,English Premier League,2017-2018,,Stoke,Chelsea,0,6,4,29612,,,2017-09-23,,14:00:00+00:00,,,133609,133610,,,,,,,,,,,,,,,,,,no,unlocked
526594,376972,,Swansea vs Watford,Watford @ Swansea,English Premier League 2017-09-23 Swansea vs Watford,Soccer,4328,English Premier League,2017-2018,,Swansea,Watford,1,6,2,20327,,,2017-09-23,,14:00:00+00:00,,,133614,133624,,,,,,,,,,,,,,,,,,no,unlocked
526595,376973,,Burnley vs Huddersfield Town,Huddersfield Town @ Burnley,English Premier League 2017-09-23 Burnley vs Huddersfield Town,Soccer,4328,English Premier League,2017-2018,,Burnley,Huddersfield Town,0,6,0,20681,,,2017-09-23,,14:00:00+00:00,,,133623,133932,,,,,,,,,,,,,,,,,,no,unlocked
526596,376975,,Everton vs Bournemouth,Bournemouth @ Everton,English Premier League 2017-09-23 Everton vs Bournemouth,Soccer,4328,English Premier League,2017-2018,,Everton,Bournemouth,2,6,1,38098,,,2017-09-23,,14:00:00+00:00,,,133615,134301,,,,,,,,,,,,,,,,,,no,unlocked
526597,376966,,Leicester vs Liverpool,Liverpool @ Leicester,English Premier League 2017-09-23 Leicester vs Liverpool,Soccer,4328,English Premier League,2017-2018,,Leicester,Liverpool,2,6,3,,,,2017-09-23,,16:30:00+00:00,,,133626,133602,,,,,,,https://www.thesportsdb.com/images/media/event/poster/4ewx9h1506019697.jpg,,,,,,,,,,,no,unlocked
526598,376971,,Brighton vs Newcastle,Newcastle @ Brighton,English Premier League 2017-09-24 Brighton vs Newcastle,Soccer,4328,English Premier League,2017-2018,,Brighton,Newcastle,1,6,0,30454,,,2017-09-24,,15:00:00+00:00,,,133619,134777,,,,,,,https://www.thesportsdb.com/images/media/event/poster/6q17i91505848132.jpg,,,,,,,,,,,no,unlocked
526599,376969,,Arsenal vs West Brom,West Brom @ Arsenal,English Premier League 2017-09-25 Arsenal vs West Brom,Soccer,4328,English Premier League,2017-2018,,Arsenal,West Brom,2,6,0,59088,,,2017-09-25,,19:00:00+00:00,,,133604,133611,,,,,,,https://www.thesportsdb.com/images/media/event/poster/jvu3z51506019111.jpg,,,,,,,,,,,no,unlocked
526600,376983,,Huddersfield Town vs Tottenham,Tottenham @ Huddersfield Town,English Premier League 2017-09-30 Huddersfield Town vs Tottenham,Soccer,4328,English Premier League,2017-2018,,Huddersfield Town,Tottenham,0,7,4,,,,2017-09-30,,11:30:00+00:00,,,133932,133616,,,,,,,,,,,,,,,,,,no,unlocked
526601,376977,,Stoke vs Southampton,Southampton @ Stoke,English Premier League 2017-09-30 Stoke vs Southampton,Soccer,4328,English Premier League,2017-2018,,Stoke,Southampton,2,7,1,29191,,,2017-09-30,,14:00:00+00:00,,,133609,134778,,,,,,,,,,,,,,,,,,no,unlocked
526602,376978,,Bournemouth vs Leicester,Leicester @ Bournemouth,English Premier League 2017-09-30 Bournemouth vs Leicester,Soccer,4328,English Premier League,2017-2018,,Bournemouth,Leicester,0,7,0,,,,2017-09-30,,14:00:00+00:00,,,134301,133626,,,,,,,,,,,,,,,,,,no,unlocked
526603,376979,,West Brom vs Watford,Watford @ West Brom,English Premier League 2017-09-30 West Brom vs Watford,Soccer,4328,English Premier League,2017-2018,,West Brom,Watford,2,7,2,24590,,,2017-09-30,,14:00:00+00:00,,,133611,133624,,,,,,,,,,,,,,,,,,no,unlocked
526604,376981,,West Ham vs Swansea,Swansea @ West Ham,English Premier League 2017-09-30 West Ham vs Swansea,Soccer,4328,English Premier League,2017-2018,,West Ham,Swansea,1,7,0,56885,,,2017-09-30,,14:00:00+00:00,,,133636,133614,,,,,,,,,,,,,,,,,,no,unlocked
526605,376984,,Man United vs Crystal Palace,Crystal Palace @ Man United,English Premier League 2017-09-30 Manchester United vs Crystal Palace,Soccer,4328,English Premier League,2017-2018,,Manchester United,Crystal Palace,4,7,0,,,,2017-09-30,,14:00:00+00:00,,,133612,133632,,,,,,,,,,,,,,,,,,no,unlocked
526606,376980,,Chelsea vs Man City,Man City @ Chelsea,English Premier League 2017-09-30 Chelsea vs Manchester City,Soccer,4328,English Premier League,2017-2018,,Chelsea,Manchester City,0,7,1,41454,,,2017-09-30,,16:30:00+00:00,,,133610,133613,,,,,,,https://www.thesportsdb.com/images/media/event/poster/bo6ikt1506024734.jpg,,,,,,,,,,,no,unlocked
526607,376976,,Arsenal vs Brighton,Brighton @ Arsenal,English Premier League 2017-10-01 Arsenal vs Brighton,Soccer,4328,English Premier League,2017-2018,,Arsenal,Brighton,2,7,0,59347,,,2017-10-01,,11:00:00+00:00,,,133604,133619,,,,,,,https://www.thesportsdb.com/images/media/event/poster/ost2vp1506025042.jpg,,,,,,,,,,,no,unlocked
526608,376982,,Everton vs Burnley,Burnley @ Everton,English Premier League 2017-10-01 Everton vs Burnley,Soccer,4328,English Premier League,2017-2018,,Everton,Burnley,0,7,1,38436,,,2017-10-01,,13:15:00+00:00,,,133615,133623,,,,,,,,,,,,,,,,,,no,unlocked
526609,376985,,Newcastle vs Liverpool,Liverpool @ Newcastle,English Premier League 2017-10-01 Newcastle vs Liverpool,Soccer,4328,English Premier League,2017-2018,,Newcastle,Liverpool,1,7,1,52282,,,2017-10-01,,15:30:00+00:00,,,134777,133602,,,,,,,,,,,,,,,,,,no,unlocked
526610,376986,,Watford vs Arsenal,Arsenal @ Watford,English Premier League 2017-10-14 Watford vs Arsenal,Soccer,4328,English Premier League,2017-2018,,Watford,Arsenal,2,8,1,,,,2017-10-14,,16:30:00+00:00,,,133624,133604,,,,,,,,,,,,,,,,,,no,unlocked
526612,376988,,Liverpool vs Man United,Man United @ Liverpool,English Premier League 2017-10-14 Liverpool vs Manchester United,Soccer,4328,English Premier League,2017-2018,,Liverpool,Manchester United,0,8,0,52897,,,2017-10-14,,11:30:00+00:00,,,133602,133612,,,,,,,,,,,,,,,,,,no,unlocked
526613,376989,,Man City vs Stoke,Stoke @ Man City,English Premier League 2017-10-14 Manchester City vs Stoke,Soccer,4328,English Premier League,2017-2018,,Manchester City,Stoke,7,8,2,54111,,,2017-10-14,,14:00:00+00:00,,,133613,133609,,,,,,,,,,,,,,,,,,no,unlocked
526616,376992,,Swansea vs Huddersfield Town,Huddersfield Town @ Swansea,English Premier League 2017-10-14 Swansea vs Huddersfield Town,Soccer,4328,English Premier League,2017-2018,,Swansea,Huddersfield Town,2,8,0,20643,,,2017-10-14,,14:00:00+00:00,,,133614,133932,,,,,,,,,,,,,,,,,,no,unlocked
526617,376993,,Burnley vs West Ham,West Ham @ Burnley,English Premier League 2017-10-14 Burnley vs West Ham,Soccer,4328,English Premier League,2017-2018,,Burnley,West Ham,1,8,1,20901,,,2017-10-14,,14:00:00+00:00,,,133623,133636,,,,,,,,,,,,,,,,,,no,unlocked
526618,376994,,Tottenham vs Bournemouth,Bournemouth @ Tottenham,English Premier League 2017-10-14 Tottenham vs Bournemouth,Soccer,4328,English Premier League,2017-2018,,Tottenham,Bournemouth,1,8,0,73427,,,2017-10-14,,14:00:00+00:00,,,133616,134301,,,,,,,,,,,,,,,,,,no,unlocked
526619,376995,,Crystal Palace vs Chelsea,Chelsea @ Crystal Palace,English Premier League 2017-10-14 Crystal Palace vs Chelsea,Soccer,4328,English Premier League,2017-2018,,Crystal Palace,Chelsea,2,8,1,25384,,,2017-10-14,,14:00:00+00:00,,,133632,133610,,,,,,,,,,,,,,,,,,no,unlocked
526614,376990,,Southampton vs Newcastle,Newcastle @ Southampton,English Premier League 2017-10-14 Southampton vs Newcastle,Soccer,4328,English Premier League,2017-2018,,Southampton,Newcastle,2,8,2,31430,,,2017-10-15,,15:00:00+00:00,,,134778,134777,,,,,,,,,,,,,,,,,,no,unlocked
526615,376991,,Brighton vs Everton,Everton @ Brighton,English Premier League 2017-10-14 Brighton vs Everton,Soccer,4328,English Premier League,2017-2018,,Brighton,Everton,1,8,1,30468,,,2017-10-15,,12:30:00+00:00,,,133619,133615,,,,,,,,,,,,,,,,,,no,unlocked
526611,376987,,Leicester vs West Brom,West Brom @ Leicester,English Premier League 2017-10-14 Leicester vs West Brom,Soccer,4328,English Premier League,2017-2018,,Leicester,West Brom,1,8,1,,,,2017-10-16,,19:00:00+00:00,,,133626,133611,,,,,,,,,,,,,,,,,,no,unlocked
526626,377002,,West Ham vs Brighton,Brighton @ West Ham,English Premier League 2017-10-21 West Ham vs Brighton,Soccer,4328,English Premier League,2017-2018,,West Ham,Brighton,0,9,3,56970,,,2017-10-20,,19:00:00+00:00,,,133636,133619,,,,,,,,,,,,,,,,,,no,unlocked
526620,376996,,Stoke vs Bournemouth,Bournemouth @ Stoke,English Premier League 2017-10-21 Stoke vs Bournemouth,Soccer,4328,English Premier League,2017-2018,,Stoke,Bournemouth,1,9,2,29499,,,2017-10-21,,14:00:00+00:00,,,133609,134301,,,,,,,,,,,,,,,,,,no,unlocked
526621,376997,,Chelsea vs Watford,Watford @ Chelsea,English Premier League 2017-10-21 Chelsea vs Watford,Soccer,4328,English Premier League,2017-2018,,Chelsea,Watford,4,9,2,41378,,,2017-10-21,,11:30:00+00:00,,,133610,133624,,,,,,,,,,,,,,,,,,no,unlocked
526622,376998,,Swansea vs Leicester,Leicester @ Swansea,English Premier League 2017-10-21 Swansea vs Leicester,Soccer,4328,English Premier League,2017-2018,,Swansea,Leicester,1,9,2,20429,,,2017-10-21,,14:00:00+00:00,,,133614,133626,,,,,,,,,,,,,,,,,,no,unlocked
526625,377001,,Huddersfield Town vs Man United,Man United @ Huddersfield Town,English Premier League 2017-10-21 Huddersfield Town vs Manchester United,Soccer,4328,English Premier League,2017-2018,,Huddersfield Town,Manchester United,2,9,1,,,,2017-10-21,,14:00:00+00:00,,,133932,133612,,,,,,,,,,,,,,,,,,no,unlocked
526627,377003,,Man City vs Burnley,Burnley @ Man City,English Premier League 2017-10-21 Manchester City vs Burnley,Soccer,4328,English Premier League,2017-2018,,Manchester City,Burnley,3,9,0,54073,,,2017-10-21,,14:00:00+00:00,,,133613,133623,,,,,,,,,,,,,,,,,,no,unlocked
